id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
CL00246,Nom_246,Prenom_246,user246@test.com,1981-07-07,Femme,Tnja,0600000000,2023-05-10,Facebook
CL00247,Nom_247,Prenom_247,user247@test.com,1979-12-11,f,rabat,0600000000,2023-05-10,Facebook
CL00248,Nom_248,Prenom_248,user248@test.com,2000-01-17,Femme,tanger,0600000000,2023-05-10,Facebook
CL00249,Nom_249,Prenom_249,user249@test.com,1990-05-03,M,TNG,0600000000,2023-05-10,Facebook
CL00250,Nom_250,Prenom_250,user250@test.com,1981-03-24,f,rabat,0600000000,2023-05-10,Facebook
CL00251,Nom_251,Prenom_251,user251@test.com,1979-09-29,F,Tnja,0600000000,2023-05-10,Facebook
CL00252,Nom_252,Prenom_252,user252@test.com,1987-04-03,Homme,tanger,0600000000,2023-05-10,Facebook
CL00253,Nom_253,Prenom_253,user253@test.com,2002-01-31,F,rabat,0600000000,2023-05-10,Facebook
CL00254,Nom_254,Prenom_254,user254@test.com,1979-07-16,1,tanger,0600000000,2023-05-10,Facebook
CL00255,Nom_255,Prenom_255,user255@test.com,1985-06-09,f,TNG,0600000000,2023-05-10,Facebook
CL00256,Nom_256,Prenom_256,user256@test.com,1992-06-13,F,TNG,0600000000,2023-05-10,Facebook
CL00257,Nom_257,Prenom_257,user257@test.com,1990-08-29,Femme,Tnja,0600000000,2023-05-10,Facebook
CL00258,Nom_258,Prenom_258,user258@test.com,1982-03-27,m,casa,0600000000,2023-05-10,Facebook
CL00259,Nom_259,Prenom_259,user259@test.com,1994-07-24,Homme,casa,0600000000,2023-05-10,Facebook
CL00260,Nom_260,Prenom_260,faux_email_sans_arobase_ni_domaine,2001-11-03,M,TNG,0600000000,2023-05-10,Facebook
CL00261,Nom_261,Prenom_261,user261@test.com,1993-12-03,m,CASABLANCA,0600000000,2023-05-10,Facebook
CL00262,Nom_262,Prenom_262,user262@test.com,1989-10-15,Homme,casa,0600000000,2023-05-10,Facebook
CL00263,Nom_263,Prenom_263,user263@test.com,1997-03-01,M,casa,0600000000,2023-05-10,Facebook
CL00264,Nom_264,Prenom_264,user264@test.com,1985-03-31,Homme,rabat,0600000000,2023-05-10,Facebook
CL00265,Nom_265,Prenom_265,user265@test.com,1987-12-21,Homme,casa,0600000000,2023-05-10,Facebook
CL00266,Nom_266,Prenom_266,user266@test.com,1976-08-08,Femme,Tnja,0600000000,2023-05-10,Facebook
CL00267,Nom_267,Prenom_267,user267@test.com,1983-07-02,1,tanger,0600000000,2023-05-10,Facebook
CL00268,Nom_268,Prenom_268,user268@test.com,1992-09-17,f,rabat,0600000000,2023-05-10,Facebook
CL00269,Nom_269,Prenom_269,user269@test.com,1992-08-16,Homme,TNG,0600000000,2023-05-10,Facebook
CL00270,Nom_270,Prenom_270,user270@test.com,1985-02-22,F,casa,0600000000,2023-05-10,Facebook
CL00271,Nom_271,Prenom_271,user271@test.com,1997-08-21,F,TNG,0600000000,2023-05-10,Facebook
CL00272,Nom_272,Prenom_272,user272@test.com,1985-07-14,Femme,TNG,0600000000,2023-05-10,Facebook
CL00273,Nom_273,Prenom_273,user273@test.com,1995-10-14,1,CASABLANCA,0600000000,2023-05-10,Facebook
CL00274,Nom_274,Prenom_274,user274@test.com,1982-08-19,F,Tnja,0600000000,2023-05-10,Facebook
CL00275,Nom_275,Prenom_275,user275@test.com,1978-01-26,Homme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00276,Nom_276,Prenom_276,user276@test.com,1997-01-12,1,rabat,0600000000,2023-05-10,Facebook
CL00277,Nom_277,Prenom_277,user277@test.com,1984-05-28,0,tanger,0600000000,2023-05-10,Facebook
CL00278,Nom_278,Prenom_278,faux_email_sans_arobase_ni_domaine,1982-10-17,1,CASABLANCA,0600000000,2023-05-10,Facebook
CL00279,Nom_279,Prenom_279,user279@test.com,2002-03-25,F,CASABLANCA,0600000000,2023-05-10,Facebook
CL00280,Nom_280,Prenom_280,user280@test.com,1994-04-19,0,rabat,0600000000,2023-05-10,Facebook
CL00281,Nom_281,Prenom_281,user281@test.com,1996-09-13,0,CASABLANCA,0600000000,2023-05-10,Facebook
CL00282,Nom_282,Prenom_282,user282@test.com,1978-04-25,m,tanger,0600000000,2023-05-10,Facebook
CL00283,Nom_283,Prenom_283,user283@test.com,1982-08-17,f,tanger,0600000000,2023-05-10,Facebook
CL00284,Nom_284,Prenom_284,user284@test.com,1991-02-15,1,CASABLANCA,0600000000,2023-05-10,Facebook
CL00285,Nom_285,Prenom_285,user285@test.com,1800-05-05,Homme,rabat,0600000000,2023-05-10,Facebook
CL00286,Nom_286,Prenom_286,user286@test.com,1978-05-05,Homme,rabat,0600000000,2023-05-10,Facebook
CL00287,Nom_287,Prenom_287,user287@test.com,1986-11-22,F,tanger,0600000000,2023-05-10,Facebook
CL00288,Nom_288,Prenom_288,user288@test.com,1993-12-28,f,TNG,0600000000,2023-05-10,Facebook
CL00289,Nom_289,Prenom_289,user289@test.com,1800-05-05,Homme,tanger,0600000000,2023-05-10,Facebook
CL00290,Nom_290,Prenom_290,user290@test.com,1984-07-11,1,rabat,0600000000,2023-05-10,Facebook
CL00291,Nom_291,Prenom_291,user291@test.com,1998-12-24,F,Tnja,0600000000,2023-05-10,Facebook
CL00292,Nom_292,Prenom_292,user292@test.com,1986-05-14,Homme,TNG,0600000000,2023-05-10,Facebook
CL00293,Nom_293,Prenom_293,user293@test.com,1985-04-05,0,Tnja,0600000000,2023-05-10,Facebook
CL00294,Nom_294,Prenom_294,user294@test.com,1993-03-03,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00295,Nom_295,Prenom_295,user295@test.com,1976-10-29,1,CASABLANCA,0600000000,2023-05-10,Facebook
CL00296,Nom_296,Prenom_296,user296@test.com,1989-12-19,0,rabat,0600000000,2023-05-10,Facebook
CL00297,Nom_297,Prenom_297,user297@test.com,1986-06-12,0,tanger,0600000000,2023-05-10,Facebook
CL00298,Nom_298,Prenom_298,user298@test.com,1984-07-08,Homme,casa,0600000000,2023-05-10,Facebook
CL00299,Nom_299,Prenom_299,user299@test.com,2002-12-06,f,TNG,0600000000,2023-05-10,Facebook
CL00300,Nom_300,Prenom_300,user300@test.com,1978-11-12,f,Tnja,0600000000,2023-05-10,Facebook
CL00301,Nom_301,Prenom_301,user301@test.com,1994-09-19,f,tanger,0600000000,2023-05-10,Facebook
CL00302,Nom_302,Prenom_302,user302@test.com,1800-05-05,m,CASABLANCA,0600000000,2023-05-10,Facebook
CL00303,Nom_303,Prenom_303,user303@test.com,2003-03-28,Femme,TNG,0600000000,2023-05-10,Facebook
CL00304,Nom_304,Prenom_304,user304@test.com,2000-02-21,F,casa,0600000000,2023-05-10,Facebook
CL00305,Nom_305,Prenom_305,user305@test.com,1985-04-03,M,Tnja,0600000000,2023-05-10,Facebook
CL00306,Nom_306,Prenom_306,user306@test.com,1995-10-15,Homme,rabat,0600000000,2023-05-10,Facebook
CL00307,Nom_307,Prenom_307,user307@test.com,1994-05-15,Homme,tanger,0600000000,2023-05-10,Facebook
CL00308,Nom_308,Prenom_308,user308@test.com,1989-09-18,1,tanger,0600000000,2023-05-10,Facebook
CL00309,Nom_309,Prenom_309,user309@test.com,2002-11-14,Femme,casa,0600000000,2023-05-10,Facebook
CL00310,Nom_310,Prenom_310,user310@test.com,1996-09-29,m,CASABLANCA,0600000000,2023-05-10,Facebook
CL00311,Nom_311,Prenom_311,user311@test.com,1976-12-10,M,casa,0600000000,2023-05-10,Facebook
CL00312,Nom_312,Prenom_312,user312@test.com,1997-05-24,0,CASABLANCA,0600000000,2023-05-10,Facebook
CL00313,Nom_313,Prenom_313,user313@test.com,1998-02-14,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00314,Nom_314,Prenom_314,user314@test.com,1996-06-27,Femme,casa,0600000000,2023-05-10,Facebook
CL00315,Nom_315,Prenom_315,user315@test.com,2000-07-11,1,rabat,0600000000,2023-05-10,Facebook
CL00316,Nom_316,Prenom_316,user316@test.com,1996-12-07,F,Tnja,0600000000,2023-05-10,Facebook
CL00317,Nom_317,Prenom_317,user317@test.com,1997-06-13,f,tanger,0600000000,2023-05-10,Facebook
CL00318,Nom_318,Prenom_318,user318@test.com,1989-10-04,F,CASABLANCA,0600000000,2023-05-10,Facebook
CL00319,Nom_319,Prenom_319,user319@test.com,1995-08-24,Homme,TNG,0600000000,2023-05-10,Facebook
CL00320,Nom_320,Prenom_320,user320@test.com,2001-10-23,Homme,TNG,0600000000,2023-05-10,Facebook
CL00321,Nom_321,Prenom_321,user321@test.com,1987-06-10,Homme,TNG,0600000000,2023-05-10,Facebook
CL00322,Nom_322,Prenom_322,user322@test.com,1996-08-14,f,CASABLANCA,0600000000,2023-05-10,Facebook
CL00323,Nom_323,Prenom_323,user323@test.com,2002-01-01,Homme,rabat,0600000000,2023-05-10,Facebook
CL00324,Nom_324,Prenom_324,user324@test.com,1990-10-29,f,CASABLANCA,0600000000,2023-05-10,Facebook
CL00325,Nom_325,Prenom_325,user325@test.com,1994-03-06,Homme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00326,Nom_326,Prenom_326,user326@test.com,1986-06-25,1,rabat,0600000000,2023-05-10,Facebook
CL00327,Nom_327,Prenom_327,user327@test.com,1998-09-27,1,rabat,0600000000,2023-05-10,Facebook
CL00328,Nom_328,Prenom_328,user328@test.com,1993-03-17,1,tanger,0600000000,2023-05-10,Facebook
CL00329,Nom_329,Prenom_329,user329@test.com,1979-10-20,1,TNG,0600000000,2023-05-10,Facebook
CL00330,Nom_330,Prenom_330,user330@test.com,1979-02-14,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00331,Nom_331,Prenom_331,user331@test.com,2001-08-25,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00332,Nom_332,Prenom_332,user332@test.com,1993-02-13,m,rabat,0600000000,2023-05-10,Facebook
CL00333,Nom_333,Prenom_333,user333@test.com,1998-09-22,M,casa,0600000000,2023-05-10,Facebook
CL00334,Nom_334,Prenom_334,user334@test.com,1984-10-30,m,CASABLANCA,0600000000,2023-05-10,Facebook
CL00335,Nom_335,Prenom_335,user335@test.com,1993-07-20,0,TNG,0600000000,2023-05-10,Facebook
CL00336,Nom_336,Prenom_336,user336@test.com,1991-12-28,f,CASABLANCA,0600000000,2023-05-10,Facebook
CL00337,Nom_337,Prenom_337,user337@test.com,1988-12-25,m,TNG,0600000000,2023-05-10,Facebook
CL00338,Nom_338,Prenom_338,user338@test.com,1997-01-23,Homme,tanger,0600000000,2023-05-10,Facebook
CL00339,Nom_339,Prenom_339,user339@test.com,1978-05-30,f,Tnja,0600000000,2023-05-10,Facebook
CL00340,Nom_340,Prenom_340,user340@test.com,1998-04-22,Homme,rabat,0600000000,2023-05-10,Facebook
CL00341,Nom_341,Prenom_341,user341@test.com,2001-05-03,Femme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00342,Nom_342,Prenom_342,user342@test.com,1986-06-13,m,tanger,0600000000,2023-05-10,Facebook
CL00343,Nom_343,Prenom_343,user343@test.com,1982-05-06,1,TNG,0600000000,2023-05-10,Facebook
CL00344,Nom_344,Prenom_344,user344@test.com,1800-05-05,M,TNG,0600000000,2023-05-10,Facebook
CL00345,Nom_345,Prenom_345,user345@test.com,1994-06-10,F,rabat,0600000000,2023-05-10,Facebook
CL00346,Nom_346,Prenom_346,user346@test.com,2050-01-01,F,TNG,0600000000,2023-05-10,Facebook
CL00347,Nom_347,Prenom_347,user347@test.com,1993-03-19,Homme,tanger,0600000000,2023-05-10,Facebook
CL00348,Nom_348,Prenom_348,user348@test.com,1982-12-28,Homme,rabat,0600000000,2023-05-10,Facebook
CL00349,Nom_349,Prenom_349,user349@test.com,1981-02-24,m,Tnja,0600000000,2023-05-10,Facebook
CL00350,Nom_350,Prenom_350,user350@test.com,1987-11-24,0,rabat,0600000000,2023-05-10,Facebook
CL00351,Nom_351,Prenom_351,faux_email_sans_arobase_ni_domaine,1985-09-21,Femme,rabat,0600000000,2023-05-10,Facebook
CL00352,Nom_352,Prenom_352,user352@test.com,1996-12-03,m,CASABLANCA,0600000000,2023-05-10,Facebook
CL00353,Nom_353,Prenom_353,user353@test.com,1999-06-09,1,rabat,0600000000,2023-05-10,Facebook
CL00354,Nom_354,Prenom_354,user354@test.com,1976-12-22,M,TNG,0600000000,2023-05-10,Facebook
CL00355,Nom_355,Prenom_355,user355@test.com,1995-04-15,f,casa,0600000000,2023-05-10,Facebook
CL00356,Nom_356,Prenom_356,user356@test.com,1978-05-31,F,casa,0600000000,2023-05-10,Facebook
CL00357,Nom_357,Prenom_357,user357@test.com,1990-03-12,0,casa,0600000000,2023-05-10,Facebook
CL00358,Nom_358,Prenom_358,user358@test.com,2000-05-29,0,CASABLANCA,0600000000,2023-05-10,Facebook
CL00359,Nom_359,Prenom_359,user359@test.com,2003-03-13,Homme,Tnja,0600000000,2023-05-10,Facebook
CL00360,Nom_360,Prenom_360,user360@test.com,1996-02-18,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00361,Nom_361,Prenom_361,user361@test.com,1989-03-24,Homme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00362,Nom_362,Prenom_362,user362@test.com,1997-03-21,Homme,Tnja,0600000000,2023-05-10,Facebook
CL00363,Nom_363,Prenom_363,user363@test.com,2001-05-24,F,TNG,0600000000,2023-05-10,Facebook
CL00364,Nom_364,Prenom_364,user364@test.com,1997-08-31,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00365,Nom_365,Prenom_365,user365@test.com,1976-07-10,0,TNG,0600000000,2023-05-10,Facebook
CL00366,Nom_366,Prenom_366,user366@test.com,1979-11-03,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00367,Nom_367,Prenom_367,user367@test.com,1995-06-26,0,rabat,0600000000,2023-05-10,Facebook
CL00368,Nom_368,Prenom_368,user368@test.com,1985-02-07,F,tanger,0600000000,2023-05-10,Facebook
CL00369,Nom_369,Prenom_369,user369@test.com,1983-11-09,f,casa,0600000000,2023-05-10,Facebook
CL00370,Nom_370,Prenom_370,user370@test.com,1978-04-11,M,casa,0600000000,2023-05-10,Facebook
CL00371,Nom_371,Prenom_371,user371@test.com,1983-11-24,1,rabat,0600000000,2023-05-10,Facebook
CL00372,Nom_372,Prenom_372,user372@test.com,1997-04-07,F,tanger,0600000000,2023-05-10,Facebook
CL00373,Nom_373,Prenom_373,user373@test.com,1994-02-17,M,TNG,0600000000,2023-05-10,Facebook
CL00374,Nom_374,Prenom_374,user374@test.com,1999-09-30,Homme,tanger,0600000000,2023-05-10,Facebook
CL00375,Nom_375,Prenom_375,user375@test.com,2000-11-08,0,TNG,0600000000,2023-05-10,Facebook
CL00376,Nom_376,Prenom_376,user376@test.com,1998-04-20,m,CASABLANCA,0600000000,2023-05-10,Facebook
CL00377,Nom_377,Prenom_377,user377@test.com,2002-12-23,F,tanger,0600000000,2023-05-10,Facebook
CL00378,Nom_378,Prenom_378,user378@test.com,2050-01-01,Femme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00379,Nom_379,Prenom_379,user379@test.com,1988-09-22,Homme,rabat,0600000000,2023-05-10,Facebook
CL00380,Nom_380,Prenom_380,user380@test.com,1993-07-17,F,rabat,0600000000,2023-05-10,Facebook
CL00381,Nom_381,Prenom_381,user381@test.com,1997-10-31,1,casa,0600000000,2023-05-10,Facebook
CL00382,Nom_382,Prenom_382,user382@test.com,1987-09-08,f,CASABLANCA,0600000000,2023-05-10,Facebook
CL00383,Nom_383,Prenom_383,user383@test.com,2002-10-04,F,CASABLANCA,0600000000,2023-05-10,Facebook
CL00384,Nom_384,Prenom_384,user384@test.com,1996-09-15,1,casa,0600000000,2023-05-10,Facebook
CL00385,Nom_385,Prenom_385,user385@test.com,2001-01-30,1,CASABLANCA,0600000000,2023-05-10,Facebook
CL00386,Nom_386,Prenom_386,user386@test.com,1988-12-07,Homme,Tnja,0600000000,2023-05-10,Facebook
CL00387,Nom_387,Prenom_387,user387@test.com,1992-02-14,1,tanger,0600000000,2023-05-10,Facebook
CL00388,Nom_388,Prenom_388,user388@test.com,2002-07-11,0,tanger,0600000000,2023-05-10,Facebook
CL00389,Nom_389,Prenom_389,user389@test.com,1977-11-07,Femme,tanger,0600000000,2023-05-10,Facebook
CL00390,Nom_390,Prenom_390,user390@test.com,2001-03-28,M,tanger,0600000000,2023-05-10,Facebook
CL00391,Nom_391,Prenom_391,user391@test.com,2003-05-05,f,casa,0600000000,2023-05-10,Facebook
CL00392,Nom_392,Prenom_392,user392@test.com,1993-11-01,M,casa,0600000000,2023-05-10,Facebook
CL00393,Nom_393,Prenom_393,user393@test.com,2001-10-06,Homme,casa,0600000000,2023-05-10,Facebook
CL00394,Nom_394,Prenom_394,user394@test.com,1982-03-05,F,Tnja,0600000000,2023-05-10,Facebook
CL00395,Nom_395,Prenom_395,user395@test.com,2002-06-18,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00396,Nom_396,Prenom_396,user396@test.com,2001-08-07,0,casa,0600000000,2023-05-10,Facebook
CL00397,Nom_397,Prenom_397,user397@test.com,1997-07-08,M,tanger,0600000000,2023-05-10,Facebook
CL00398,Nom_398,Prenom_398,user398@test.com,1976-12-06,1,tanger,0600000000,2023-05-10,Facebook
CL00399,Nom_399,Prenom_399,user399@test.com,1982-02-18,0,TNG,0600000000,2023-05-10,Facebook
CL00400,Nom_400,Prenom_400,user400@test.com,1996-05-30,Femme,tanger,0600000000,2023-05-10,Facebook
CL00401,Nom_401,Prenom_401,user401@test.com,1982-01-27,M,rabat,0600000000,2023-05-10,Facebook
CL00402,Nom_402,Prenom_402,user402@test.com,2002-03-31,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00403,Nom_403,Prenom_403,user403@test.com,1997-05-20,Femme,tanger,0600000000,2023-05-10,Facebook
CL00404,Nom_404,Prenom_404,user404@test.com,2050-01-01,M,tanger,0600000000,2023-05-10,Facebook
CL00405,Nom_405,Prenom_405,user405@test.com,2002-02-12,Femme,TNG,0600000000,2023-05-10,Facebook
CL00406,Nom_406,Prenom_406,user406@test.com,1998-01-27,Femme,casa,0600000000,2023-05-10,Facebook
CL00407,Nom_407,Prenom_407,user407@test.com,1977-03-09,M,TNG,0600000000,2023-05-10,Facebook
CL00408,Nom_408,Prenom_408,user408@test.com,1994-07-15,M,Tnja,0600000000,2023-05-10,Facebook
CL00409,Nom_409,Prenom_409,user409@test.com,1986-12-24,M,casa,0600000000,2023-05-10,Facebook
CL00410,Nom_410,Prenom_410,user410@test.com,1998-07-13,f,TNG,0600000000,2023-05-10,Facebook
CL00411,Nom_411,Prenom_411,user411@test.com,2003-04-26,f,TNG,0600000000,2023-05-10,Facebook
CL00412,Nom_412,Prenom_412,user412@test.com,1987-08-30,F,Tnja,0600000000,2023-05-10,Facebook
CL00413,Nom_413,Prenom_413,user413@test.com,2003-08-09,Homme,Tnja,0600000000,2023-05-10,Facebook
CL00414,Nom_414,Prenom_414,user414@test.com,1984-05-13,F,TNG,0600000000,2023-05-10,Facebook
CL00415,Nom_415,Prenom_415,user415@test.com,1976-12-07,f,Tnja,0600000000,2023-05-10,Facebook
CL00416,Nom_416,Prenom_416,user416@test.com,1984-06-02,f,TNG,0600000000,2023-05-10,Facebook
CL00417,Nom_417,Prenom_417,user417@test.com,1989-11-17,1,casa,0600000000,2023-05-10,Facebook
CL00418,Nom_418,Prenom_418,user418@test.com,1985-10-09,0,rabat,0600000000,2023-05-10,Facebook
CL00419,Nom_419,Prenom_419,user419@test.com,1979-12-22,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00420,Nom_420,Prenom_420,user420@test.com,1978-04-01,f,Tnja,0600000000,2023-05-10,Facebook
CL00421,Nom_421,Prenom_421,user421@test.com,1994-09-29,Homme,TNG,0600000000,2023-05-10,Facebook
CL00422,Nom_422,Prenom_422,user422@test.com,1985-10-31,1,TNG,0600000000,2023-05-10,Facebook
CL00423,Nom_423,Prenom_423,user423@test.com,1986-11-03,F,Tnja,0600000000,2023-05-10,Facebook
CL00424,Nom_424,Prenom_424,user424@test.com,2001-04-24,Femme,TNG,0600000000,2023-05-10,Facebook
CL00425,Nom_425,Prenom_425,user425@test.com,1997-01-16,0,casa,0600000000,2023-05-10,Facebook
CL00426,Nom_426,Prenom_426,user426@test.com,1987-09-28,0,Tnja,0600000000,2023-05-10,Facebook
CL00427,Nom_427,Prenom_427,faux_email_sans_arobase_ni_domaine,1992-02-23,M,tanger,0600000000,2023-05-10,Facebook
CL00428,Nom_428,Prenom_428,user428@test.com,1978-05-11,0,Tnja,0600000000,2023-05-10,Facebook
CL00429,Nom_429,Prenom_429,faux_email_sans_arobase_ni_domaine,1994-05-31,F,TNG,0600000000,2023-05-10,Facebook
CL00430,Nom_430,Prenom_430,faux_email_sans_arobase_ni_domaine,1978-10-11,F,tanger,0600000000,2023-05-10,Facebook
CL00431,Nom_431,Prenom_431,user431@test.com,1989-07-22,m,rabat,0600000000,2023-05-10,Facebook
CL00432,Nom_432,Prenom_432,user432@test.com,1985-08-03,M,casa,0600000000,2023-05-10,Facebook
CL00433,Nom_433,Prenom_433,user433@test.com,1984-06-11,M,casa,0600000000,2023-05-10,Facebook
CL00434,Nom_434,Prenom_434,user434@test.com,1987-05-08,1,casa,0600000000,2023-05-10,Facebook
CL00435,Nom_435,Prenom_435,user435@test.com,1980-07-24,0,rabat,0600000000,2023-05-10,Facebook
CL00436,Nom_436,Prenom_436,user436@test.com,1981-06-13,m,tanger,0600000000,2023-05-10,Facebook
CL00437,Nom_437,Prenom_437,user437@test.com,1996-03-11,Homme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00438,Nom_438,Prenom_438,user438@test.com,1990-03-14,F,TNG,0600000000,2023-05-10,Facebook
CL00439,Nom_439,Prenom_439,user439@test.com,1979-02-03,M,TNG,0600000000,2023-05-10,Facebook
CL00440,Nom_440,Prenom_440,user440@test.com,1982-07-13,F,Tnja,0600000000,2023-05-10,Facebook
CL00441,Nom_441,Prenom_441,user441@test.com,1989-01-31,m,Tnja,0600000000,2023-05-10,Facebook
CL00442,Nom_442,Prenom_442,user442@test.com,1984-10-13,m,TNG,0600000000,2023-05-10,Facebook
CL00443,Nom_443,Prenom_443,faux_email_sans_arobase_ni_domaine,1987-01-04,m,casa,0600000000,2023-05-10,Facebook
CL00444,Nom_444,Prenom_444,user444@test.com,1980-02-08,f,TNG,0600000000,2023-05-10,Facebook
CL00445,Nom_445,Prenom_445,user445@test.com,1982-04-12,f,CASABLANCA,0600000000,2023-05-10,Facebook
CL00446,Nom_446,Prenom_446,user446@test.com,1976-06-17,F,CASABLANCA,0600000000,2023-05-10,Facebook
CL00447,Nom_447,Prenom_447,user447@test.com,1987-12-24,F,rabat,0600000000,2023-05-10,Facebook
CL00448,Nom_448,Prenom_448,user448@test.com,1987-01-27,m,tanger,0600000000,2023-05-10,Facebook
CL00449,Nom_449,Prenom_449,user449@test.com,1987-03-25,M,tanger,0600000000,2023-05-10,Facebook
CL00450,Nom_450,Prenom_450,user450@test.com,1984-04-30,0,casa,0600000000,2023-05-10,Facebook
CL00451,Nom_451,Prenom_451,user451@test.com,2000-01-31,Homme,TNG,0600000000,2023-05-10,Facebook
CL00452,Nom_452,Prenom_452,user452@test.com,1990-11-06,Femme,rabat,0600000000,2023-05-10,Facebook
CL00453,Nom_453,Prenom_453,user453@test.com,1992-05-12,0,tanger,0600000000,2023-05-10,Facebook
CL00454,Nom_454,Prenom_454,user454@test.com,1996-02-05,0,TNG,0600000000,2023-05-10,Facebook
CL00455,Nom_455,Prenom_455,user455@test.com,1997-07-24,Femme,TNG,0600000000,2023-05-10,Facebook
CL00456,Nom_456,Prenom_456,user456@test.com,1992-04-03,F,tanger,0600000000,2023-05-10,Facebook
CL00457,Nom_457,Prenom_457,faux_email_sans_arobase_ni_domaine,1979-12-09,1,rabat,0600000000,2023-05-10,Facebook
CL00458,Nom_458,Prenom_458,user458@test.com,2000-01-10,M,rabat,0600000000,2023-05-10,Facebook
CL00459,Nom_459,Prenom_459,user459@test.com,1992-03-06,F,rabat,0600000000,2023-05-10,Facebook
CL00460,Nom_460,Prenom_460,user460@test.com,1998-01-18,Femme,casa,0600000000,2023-05-10,Facebook
CL00461,Nom_461,Prenom_461,user461@test.com,1996-03-24,f,TNG,0600000000,2023-05-10,Facebook
CL00462,Nom_462,Prenom_462,user462@test.com,1984-01-25,m,Tnja,0600000000,2023-05-10,Facebook
CL00463,Nom_463,Prenom_463,user463@test.com,1987-02-24,f,rabat,0600000000,2023-05-10,Facebook
CL00464,Nom_464,Prenom_464,user464@test.com,1800-05-05,Femme,Tnja,0600000000,2023-05-10,Facebook
CL00465,Nom_465,Prenom_465,user465@test.com,1980-01-20,F,casa,0600000000,2023-05-10,Facebook
CL00466,Nom_466,Prenom_466,user466@test.com,1987-04-05,Homme,rabat,0600000000,2023-05-10,Facebook
CL00467,Nom_467,Prenom_467,user467@test.com,1993-10-29,m,tanger,0600000000,2023-05-10,Facebook
CL00468,Nom_468,Prenom_468,user468@test.com,1979-07-08,F,tanger,0600000000,2023-05-10,Facebook
CL00469,Nom_469,Prenom_469,user469@test.com,2002-12-13,Homme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00470,Nom_470,Prenom_470,user470@test.com,2003-05-07,Femme,tanger,0600000000,2023-05-10,Facebook
CL00471,Nom_471,Prenom_471,user471@test.com,2002-10-26,Homme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00472,Nom_472,Prenom_472,user472@test.com,1983-12-07,0,Tnja,0600000000,2023-05-10,Facebook
CL00473,Nom_473,Prenom_473,user473@test.com,1998-11-06,f,Tnja,0600000000,2023-05-10,Facebook
CL00474,Nom_474,Prenom_474,faux_email_sans_arobase_ni_domaine,1981-04-05,F,rabat,0600000000,2023-05-10,Facebook
CL00475,Nom_475,Prenom_475,user475@test.com,2050-01-01,Homme,casa,0600000000,2023-05-10,Facebook
CL00476,Nom_476,Prenom_476,user476@test.com,1993-05-25,F,casa,0600000000,2023-05-10,Facebook
CL00477,Nom_477,Prenom_477,user477@test.com,1981-06-26,F,CASABLANCA,0600000000,2023-05-10,Facebook
CL00478,Nom_478,Prenom_478,user478@test.com,1994-02-22,f,casa,0600000000,2023-05-10,Facebook
CL00479,Nom_479,Prenom_479,user479@test.com,1979-02-16,1,tanger,0600000000,2023-05-10,Facebook
CL00480,Nom_480,Prenom_480,user480@test.com,1978-10-02,0,casa,0600000000,2023-05-10,Facebook
CL00481,Nom_481,Prenom_481,user481@test.com,1981-05-10,1,tanger,0600000000,2023-05-10,Facebook
CL00482,Nom_482,Prenom_482,user482@test.com,1992-04-15,m,Tnja,0600000000,2023-05-10,Facebook
CL00483,Nom_483,Prenom_483,user483@test.com,1990-08-26,Femme,rabat,0600000000,2023-05-10,Facebook
CL00484,Nom_484,Prenom_484,user484@test.com,2001-10-30,Homme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00485,Nom_485,Prenom_485,user485@test.com,1990-01-16,F,tanger,0600000000,2023-05-10,Facebook
CL00486,Nom_486,Prenom_486,user486@test.com,1985-04-19,1,Tnja,0600000000,2023-05-10,Facebook
CL00487,Nom_487,Prenom_487,user487@test.com,1999-01-25,Homme,TNG,0600000000,2023-05-10,Facebook
CL00488,Nom_488,Prenom_488,user488@test.com,2000-09-01,1,CASABLANCA,0600000000,2023-05-10,Facebook
CL00489,Nom_489,Prenom_489,user489@test.com,1989-10-02,f,Tnja,0600000000,2023-05-10,Facebook
CL00490,Nom_490,Prenom_490,user490@test.com,1996-03-14,0,casa,0600000000,2023-05-10,Facebook
CL00491,Nom_491,Prenom_491,user491@test.com,1980-09-15,Homme,tanger,0600000000,2023-05-10,Facebook
